ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,factor_expansion
2024,1,23046,1,14,1,1,202301230461001412,1,2,2,1,2,,2,37.0,2,2,30.0,9.0,1986.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,,6,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,1,852.855643921114
2024,1,23046,1,14,1,1,202301230461001413,1,3,3,1,2,,2,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,1,23046,1,14,1,1,202301230461001414,1,4,3,1,2,,1,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,1,23046,1,14,1,1,202301230461001415,1,5,3,1,2,,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,1,23535,1,74,1,1,202210235351007411,1,1,1,1,2,,2,80.0,1,1,12.0,2.0,1943.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,12,2,,2,2,2,2,2,2,10,9,4,,,,,,,,,,,,,1,705.420999514513
2024,1,23535,1,74,1,1,202210235351007412,1,2,11,1,2,,1,74.0,2,2,19.0,5.0,1949.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,11,5,,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,1,766.927593375171
2024,1,21937,1,39,1,1,202401219371003911,1,1,1,1,2,,2,32.0,1,1,20.0,3.0,1991.0,1,,,,,,,,,,,,,,,,9329.0,5610.0,3,5,3,2,1,5.0,6.0,0.0,0.0,0.0,0.0,12.0,12.0,30.0,,30.0,1,,2,,2,1,2,120,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,1,520.0,,,,,,,,,520.0,520.0,520,1,1521.4512779991
2024,1,21937,1,39,1,1,202401219371003912,1,2,2,1,2,,1,33.0,2,2,3.0,7.0,1990.0,1,,,,,,,,,,,,,,,,8321.0,4922.0,2,,3,2,1,1.0,10.0,0.0,8.0,10.0,10.0,10.0,10.0,58.0,,58.0,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,1,,2,2,2,2,2,2,10,7,1,,,1200,,,,,,,1200.0,1200.0,1200,1,1546.12544966794
2024,1,21937,1,39,1,1,202401219371003913,1,3,3,1,2,,1,15.0,3,3,26.0,9.0,2008.0,1,,,,,,,,,,,,,,,,7411.0,4321.0,3,5,3,2,1,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,8.0,1,,2,,2,2,2,25,,,,,,,,,,,,,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,1,108.0,,,,,,,,,108.0,108.0,108,1,1360.05776736417
2024,1,21937,1,39,1,1,202401219371003914,1,4,3,1,2,,2,14.0,4,4,1.0,11.0,2009.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,3,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1465.57529513015
2024,1,21937,1,39,1,1,202401219371003915,1,5,3,1,2,,1,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,1,49936,1,16,1,1,202401499361001611,1,1,1,1,2,,1,40.0,1,1,1.0,4.0,1983.0,1,,,,,,,,,,,,,,,,7113.0,4100.0,3,5,1,,2,35.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,37.0,,45.0,2,45,2,,2,2,2,600,60.0,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,1,2598.0,260,,,,,,,,2858.0,2858.0,2858,1,1694.25215529141
2024,1,49936,1,16,1,1,202401499361001612,1,2,2,1,2,,2,38.0,2,2,20.0,5.0,1985.0,1,,,,,,,,,,,,,,,,9111.0,9700.0,6,,,,1,1.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,20.0,,20.0,1,,2,,2,2,2,180,40.0,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,1,,2,2,2,2,2,2,10,9,1,779.0,173,,,,,,,,952.0,952.0,952,1,1667.21407210163
2024,1,49936,1,16,1,1,202401499361001613,1,3,3,1,2,,2,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,1,49936,1,16,1,1,202401499361001614,1,4,3,1,2,,1,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,1,49936,1,16,1,1,202401499361001615,1,5,3,1,2,,1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,1,19333,1,34,1,1,202301193331003411,1,1,1,1,2,,2,60.0,1,1,14.0,2.0,1963.0,1,,,,,,,,,,,,,,,,9531.0,4799.0,2,,3,2,1,1.0,0.0,2.0,2.0,2.0,4.0,0.0,1.0,11.0,6.0,17.0,1,,2,,2,2,,,,,,,,500.0,,,,,,,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,550,320.0,,500,,,,1370.0,870.0,1370,1,500.483561964044
2024,1,19333,1,34,1,1,202301193331003412,1,2,3,1,2,,1,36.0,2,2,3.0,6.0,1987.0,1,,,,,,,,,,,,,,,,4416.0,5229.0,3,5,1,,1,15.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,12.0,,12.0,1,,1,1,1,1,2,280,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,1212.0,,,,,,,,,1212.0,1212.0,1212,1,670.612522816993
2024,1,19333,1,34,1,1,202301193331003413,1,3,3,1,2,,1,28.0,3,3,14.0,8.0,1995.0,1,,,,,,,,,,,,,,,,2164.0,1103.0,3,5,1,,5,1000.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,56.0,,56.0,1,,2,,2,2,4,4700,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,4700.0,,,,,,,,1184,4700.0,4700.0,5884,1,670.612522816993
2024,1,2153301,1,51,1,1,20230121533011005111,1,1,1,1,2,,2,43.0,1,1,6.0,5.0,1980.0,1,,,,,,,,,,,,,,,,220.0,8423.0,3,1,,,5,9998.0,16.0,8.0,16.0,8.0,16.0,8.0,0.0,72.0,,72.0,1,,2,,2,2,4,3000,23.0,,,,,,,,,,,,,,1,4,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,11,5,,2,2,2,2,2,2,10,7,1,3000.0,690,,,,,,,67,3690.0,3690.0,3757,1,784.193536802323
2024,1,2153301,1,51,1,1,20230121533011005112,1,2,3,1,2,,1,17.0,2,2,4.0,7.0,2006.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,13,1,1,1,4,2,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,2,,,,,,,,,,,,,1,701.00733836671
2024,1,26470,1,65,1,1,202401264701006511,1,1,1,1,2,,1,76.0,1,1,22.0,9.0,1947.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,1,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,12,2,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1289.15548651721
2024,1,26470,1,65,1,1,202401264701006512,1,2,2,1,2,,2,64.0,2,2,27.0,10.0,1959.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,3,1,4,1,4,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1185.76689596787
2024,1,26470,1,65,1,1,202401264701006513,1,3,3,1,2,,2,23.0,3,1,10.0,3.0,2000.0,1,,,,,,,,,,,,,,,,3322.0,1103.0,3,5,1,,5,9998.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,54.0,,54.0,1,,2,,2,2,4,1700,150.0,,,,,,,,,,,,,,2,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,1700.0,150,,,,,,,17,1850.0,1850.0,1867,1,1506.06796001865
2024,1,18324,1,22,1,1,202301183241002211,1,1,1,1,1,,1,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2024,1,18324,1,22,1,1,202301183241002212,1,2,2,1,1,,2,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2024,1,18324,1,22,1,1,202301183241002213,1,3,3,1,1,,1,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2024,1,18324,1,22,1,1,202301183241002214,1,4,3,1,1,,2,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2024,1,18324,1,22,1,1,202401183241002216,1,5,11,1,2,,2,28.0,5,5,6.0,12.0,1995.0,1,,,,,,,,,,,,,,,,4417.0,8549.0,3,5,1,,2,30.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,40.0,,40.0,1,,1,1,1,2,4,1200,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,9,1,1200.0,,,,,,,,166,1200.0,1200.0,1366,1,349.595089173263
2024,1,18324,1,22,1,1,202401183241002217,1,6,11,1,2,,2,19.0,6,6,8.0,8.0,2004.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,336.756052198379
2024,1,19758,1,9,1,1,202401197581000911,1,1,1,1,2,,1,57.0,1,1,5.0,9.0,1966.0,1,,,,,,,,,,,,,,,,9622.0,9499.0,3,5,2,2,1,4.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,72.0,,72.0,1,,2,,2,2,4,1360,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,10,2,,2,2,2,2,2,2,10,7,1,1360.0,,,,,,,,,1360.0,1360.0,1360,1,1558.3353599449
2024,1,19758,1,9,1,1,202401197581000912,1,2,2,1,2,,2,43.0,2,2,6.0,7.0,1980.0,1,,,,,,,,,,,,,,,,5212.0,4772.0,3,5,2,1,1,7.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,60.0,,60.0,1,,2,,2,2,3,600,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1200.0,,,,,,,,,1200.0,1200.0,1200,1,1889.94909702674
2024,1,20390,1,21,1,1,202401203901002111,1,1,1,1,2,,1,28.0,1,1,9.0,12.0,1995.0,1,,,,,,,,,,,,,,,,7128.0,4330.0,2,,2,2,1,1.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,37.0,,45.0,2,45,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,4,,6,2,2,2,2,2,2,10,7,1,,,2598,,,,,,,2598.0,2598.0,2598,1,737.902800702928
2024,1,20390,1,21,1,1,202401203901002112,1,2,3,1,2,,1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,1,17863,1,57,1,1,202310178631005711,1,1,1,1,2,,2,55.0,1,1,23.0,2.0,1968.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,245.136858228544
2024,1,17863,1,57,1,1,202310178631005712,1,2,6,1,2,,1,93.0,2,2,17.0,6.0,1930.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,1,2,3,,,1,4,2,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,8,4,,,,,,,,,,,,,1,266.51066647882
2024,1,17863,1,57,1,1,202310178631005713,1,3,6,1,2,,2,95.0,3,3,8.0,10.0,1928.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,2,2,3,,,1,4,2,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,3,0,,2,2,2,2,2,2,10,5,4,,,,,,,,,,,,,1,245.136858228544
2024,1,17863,1,57,1,1,202310178631005714,1,4,7,1,2,,2,68.0,4,4,9.0,2.0,1955.0,1,,,,,,,,,,,,,,,,9111.0,9700.0,6,,,,1,1.0,0.0,0.0,0.0,11.0,7.0,11.0,7.0,36.0,,36.0,1,,1,2,2,2,2,90,99.0,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,1,,2,2,2,2,2,2,10,7,1,390.0,429,,,,,,,16,819.0,819.0,835,1,245.136858228544
2024,1,24013,1,45,1,1,202210240131004511,1,1,1,1,2,,1,51.0,1,1,12.0,11.0,1972.0,1,,,,,,,,,,,,,,,,9622.0,7710.0,3,5,1,,2,50.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,40.0,,48.0,2,48,2,,2,2,4,1800,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,8,2,,2,2,2,2,2,2,1,7,1,1800.0,,,,,,,,492,1800.0,1800.0,2292,1,570.738281434689
2024,1,24013,1,45,1,1,202210240131004512,1,2,2,1,2,,2,45.0,2,2,12.0,4.0,1978.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,1,,2,2,2,2,2,2,10,9,4,,,,,,,,,,,,,1,524.965814802678
2024,1,24013,1,45,1,1,202210240131004513,1,3,3,1,2,,2,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,1,19959,1,40,1,1,202301199591004011,1,1,1,1,2,,1,48.0,1,1,19.0,5.0,1975.0,1,,,,,,,,,,,,,,,,8322.0,4922.0,2,,3,2,1,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,56.0,,56.0,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,1550,,,,,,,1550.0,1550.0,1550,1,695.20209300765
2024,1,19959,1,40,1,1,202301199591004012,1,2,2,1,2,,2,44.0,2,2,22.0,4.0,1979.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,843.141086124983
2024,1,19959,1,40,1,1,202301199591004013,1,3,3,1,2,,1,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,1,1809401,1,54,1,1,20230118094011005411,1,1,1,1,2,,1,71.0,1,1,9.0,2.0,1952.0,1,,,,,,,,,,,,,,,,5213.0,4789.0,2,,2,2,1,1.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,50.0,,65.0,2,65,1,2,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,1,5,2,,2,,6,5,,2,2,2,2,2,2,1,9,1,,,1000,50.0,,,,,,1050.0,1050.0,1050,1,356.522737167245
2024,1,1809401,1,54,1,1,20230118094011005412,1,2,2,1,2,,2,61.0,2,2,24.0,2.0,1962.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,1,327.930078112521
2024,1,47147,1,2,1,1,202301471471000211,1,1,1,1,2,,2,64.0,1,1,10.0,1.0,1959.0,1,,,,,,,,,,,,,,,,9521.0,4781.0,2,,3,2,1,1.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,42.0,,42.0,1,,2,,2,2,,,,,,,,,,,,,,,,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,3,3,,2,2,2,2,2,2,10,1,1,,,856,50.0,,,,,,906.0,906.0,906,1,627.80635407423
2024,1,47147,1,2,1,1,202301471471000212,1,2,3,1,2,,1,26.0,2,2,3.0,6.0,1997.0,2,1,,,,,,,,,,,,,,,7513.0,1074.0,3,5,1,,4,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,48.0,2,48,2,,2,2,4,1400,9.0,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1400.0,270,,,,,,,434,1670.0,1670.0,2104,1,841.216045726003
