ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_jas24
2024,07,18098,2,0053,1,1,202407180982005311,1,1,1,1,2, ,2,40,1,1,15,8,1983,1, , , , , , , , , , , , , , , ,5212,4711,2, ,2,2,1,2,15,15,15,15,15,15,15,105, ,105,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,1, , ,1440,300, , , , , ,1740,1740,1740,1,639.513298151535
2024,07,18098,2,0053,1,1,202407180982005312,1,2,3,1,2, ,2,16,2,2,8,7,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,624.500422514991
2024,07,18098,2,0053,1,1,202407180982005313,1,3,3,1,2, ,2,14,3,3,14,5,2010,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,5223,4711,4, ,2,2,1,2,2,0,0,0,0,0,0,2, , ,1, ,2, , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,624.500422514991
2024,07,18098,2,0054,1,1,202407180982005411,1,1,1,1,2, ,2,78,1,1,12,8,1945,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,503.759982166037
2024,07,18098,2,0055,1,1,202407180982005511,1,1,1,1,2, ,1,42,1,1,24,5,1982,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,4, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,1,2,10,9,4, , , , , , , , , , , , ,1,642.732151912916
2024,07,18098,2,0199,1,1,202407180982019911,1,1,1,1,2, ,1,70,1,1,6,11,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,7, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,5,3, ,2,2,2,2,2,2,10,3,4, , , , , , , , , , , , ,1,573.874501391359
2024,07,18098,2,0199,1,1,202407180982019912,1,2,2,1,2, ,2,67,2,2,23,3,1957,1, , , , , , , , , , , , , , , ,9321,1410,3,5,2,2,1,7,0,0,5,5,5,5,0,20, ,25,2,25,1,1,1,2,2,250, , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1,1083, , , , , , , , ,1083,1083,1083,1,503.759982166037
2024,07,1812602,1,0005,1,1,20240718126021000511,1,1,1,1,2, ,2,68,1,1,16,2,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,3, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,309.251301434454
2024,07,1812602,1,0006,1,1,20240718126021000611,1,1,1,1,2, ,2,30,1,1,6,1,1994,1, , , , , , , , , , , , , , , ,4417,8530,3,2, , ,5,998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,4000, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,1,4000, , , , , , , , ,4000,4000,4000,1,392.58838879508
2024,07,1812602,1,0006,1,1,20240718126021000612,1,2,6,1,2, ,1,67,2,2,4,8,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,352.29363724416
2024,07,1812602,1,0006,1,1,20240718126021000613,1,3,6,1,2, ,2,62,3,3,31,8,1961,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,309.251301434454
2024,07,1812602,1,0006,1,1,20240718126021000614,1,4,8,1,2, ,1,94,4,1,5,1,1930,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,7, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,4,5, ,2,2,2,2,1,2,10,9,4, , , , , , , , , , , , ,1,352.29363724416
2024,07,1812602,1,0007,1,1,20240718126021000711,1,1,1,1,2, ,2,49,1,1,3,9,1974,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,1,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,3, , , , , , , , , , , , ,1,309.251301434454
2024,07,1812602,1,0007,1,1,20240718126021000712,1,2,3,1,2, ,2,19,2,2,26,8,2004,1, , , , , , , , , , , , , , , ,9333,7830,3,4,1, ,5,600,8,8,8,8,0,8,8,48, ,48,1, ,2, ,2,2,4,1025, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1025, , , , , , , ,25,1025,1025,1050,1,383.372191611428
2024,07,17886,2,0129,1,1,202407178862012911,1,1,1,1,2, ,1,70,1,1,15,3,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,4,2, ,2, ,2, ,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,9,3, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,526.474838294035
2024,07,17886,2,0129,1,1,202407178862012912,1,2,5,1,2, ,1,24,2,2,14,12,1999,1, , , , , , , , , , , , , , , ,5329,8010,3,4,1, ,3,100,0,6,6,0,6,0,0,18, ,18,1, ,2, ,2,2,2,300, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,1,1299, , , , , , , , ,1299,1299,1299,1,534.603723023728
2024,07,17336,1,0065,1,1,202407173361006511,1,1,1,1,2, ,1,67,1,1,29,5,1957,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,2,0,0,0,0,0,0,8,8, ,8,1, ,1,1,1,1,2,60,10, , , , , , , , , , , , , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1,260,43, , , , , , , ,303,303,303,1,359.981286718772
2024,07,17336,1,0065,1,1,202407173361006513,1,2,3,1,2, ,1,43,2,2,27,12,1980,1, , , , , , , , , , , , , , , ,7514,1050,3,5,1, ,5,2000,0,8,8,8,8,8,8,48, ,48,1, ,1,1,1,1,3,500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1000, , , , , , , ,609,1000,1000,1609,1,403.174468459875
2024,07,17336,1,0069,1,1,202407173361006911,1,1,1,1,2, ,1,47,1,1,16,11,1976,1, , , , , , , , , , , , , , , ,4416,2220,3,5,1, ,4,110,0,8,8,8,8,8,8,48,15,63,1, ,2, ,2,2,2,710, , , , , ,800, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1,3074, , , , ,800, , ,1182,3874,3074,5056,1,359.981286718772
2024,07,17336,1,0069,1,1,202407173361006912,1,2,2,1,2, ,2,31,2,2,15,8,1992,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,1,6,4, , , , , , , , , , , , ,1,401.155338639728
2024,07,17336,1,0073,1,1,202407173361007311,1,1,1,1,2, ,1,47,1,1,25,12,1976,1, , , , , , , , , , , , , , , ,4416,4922,3,5,1, ,3,55,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,2000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1,2000, , , , , , , ,609,2000,2000,2609,1,359.981286718772
2024,07,17336,1,0073,1,1,202407173361007312,1,2,2,1,2, ,2,41,2,2,21,6,1983,1, , , , , , , , , , , , , , , ,9112,4922,3,5,1, ,1,20,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,1200, , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,9,1,1200, , , , , , , , ,1200,1200,1200,1,401.155338639728
2024,07,17336,1,0073,1,1,202407173361007313,1,3,3,1,2, ,1,19,3,3,8,12,2004,1, , , , , , , , , , , , , , , ,9621,4649,3,5,1, ,1,12,0,10,10,10,12,10,9,61, ,61,1, ,2, ,2,2,3,510, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1,1020, , , , , , , , ,1020,1020,1020,1,365.539475205169
2024,07,17347,1,0131,1,1,202407173471013111,1,1,1,1,2, ,1,56,1,1,6,9,1967,1, , , , , , , , , , , , , , , ,5212,4711,4, ,2,2,1,3,8,8,8,8,8,8,8,56, ,56,1, ,2, ,2, , , , , , , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , , , , , , , ,1,658.009396275891
2024,07,17347,1,0131,1,1,202407173471013112,1,2,2,1,2, ,2,59,2,2,29,3,1965,1, , , , , , , , , , , , , , , ,5212,4711,2, ,2,2,1,3,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1, , ,2420,600, , , , , ,3020,3020,3020,1,577.615490720284
2024,07,17347,1,0131,1,1,202407173471013113,1,3,3,1,2, ,1,17,3,3,17,5,2007,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,5223,4711,4, ,2,2,1,3,2,2,2,2,2,2,2,14, , ,1, ,2, , , , , , , , , , , , ,2,4,2,1,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,668.169202869334
2024,07,17347,1,0132,1,1,202407173471013211,1,1,1,1,2, ,1,46,1,1,17,10,1977,1, , , , , , , , , , , , , , , ,7353,1312,3,5,1, ,1,15,0,11,11,11,11,11,4,59, ,59,1, ,2, ,2,2,4,1000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1000, , , , , , , ,166,1000,1000,1166,1,658.009396275891
2024,07,17347,1,0132,1,1,202407173471013212,1,2,2,1,2, ,2,42,2,2,29,9,1981,1, , , , , , , , , , , , , , , ,5212,4772,2, ,3,2,1,2,6,6,6,6,6,6,6,42, ,42,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,233, , , , , , ,233,233,233,1,733.271400291967
2024,07,17347,1,0132,1,1,202407173471013213,1,3,3,1,2, ,1,20,3,2,1,5,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1,668.169202869334
2024,07,17347,1,0132,1,1,202407173471013214,1,4,3,1,2, ,1,14,4,4,14,10,2009,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,5223,4772,4, ,3,2,1,2,1,0,0,0,0,0,2,3, , ,1, ,2, , , , , , , , , , , , ,2,4,2,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,668.169202869334
2024,07,4682102,1,0025,1,1,20240746821021002511,1,1,1,1,2, ,2,40,1,1,1,4,1984,1, , , , , , , , , , , , , , , ,5212,4752,2, ,2,2,1,2,9,9,9,9,9,9,9,63, ,63,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,680,20, , , , , ,700,700,700,1,810.154035876426
2024,07,4682102,1,0025,1,1,20240746821021002512,1,2,3,1,2, ,2,15,2,1,4,2,2009,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,5223,4752,4, ,3,2,1,2,3,3,3,3,3,3,3,21, ,21,1, ,2, ,2, , , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,1, , , , , , , , , , , , ,1,791.135288616263
2024,07,4682102,1,0026,1,1,20240746821021002611,1,1,1,1,2, ,1,20,1,1,22,12,2003,1, , , , , , , , , , , , , , , ,5212,4711,2, ,2,2,1,2,10,13,13,13,13,13,13,88, ,88,1, ,1,1,1,1, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1, , ,200,300, , , , , ,500,500,500,1,738.225950360791
2024,07,4682102,1,0026,1,1,20240746821021002612,1,2,7,1,2, ,2,17,2,2,31,8,2006,1, , , , , , , , , , , , , , , ,5223,4711,4, ,2,2,1,2,8,8,8,8,8,8,8,56, ,56,1, ,2, ,2, , , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1, , , , , , , , , , , , ,1,791.135288616263
2024,07,4682102,1,0027,1,1,20240746821021002711,1,1,1,1,2, ,1,44,1,1,10,7,1979,1, , , , , , , , , , , , , , , ,8322,4922,2, ,3,2,1,1,12,10,8,8,6,8,8,60, ,60,1, ,1,2,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,7,1, , ,1120, , , , , , ,1120,1120,1120,1,814.231773389026
2024,07,4682102,1,0027,1,1,20240746821021002712,1,2,2,1,2, ,2,43,2,2,20,8,1980,1, , , , , , , , , , , , , , , ,2341,8521,3,5,1, ,1,17,0,7,6,7,6,7,0,33, ,33,1, ,2, ,2,2,4,1200, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,5, ,2,2,2,2,2,2,10,7,1,1200, , , , , , , ,16,1200,1200,1216,1,810.154035876426
2024,07,4682102,1,0027,1,1,20240746821021002713,1,3,3,1,2, ,2,17,3,3,19,11,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,791.135288616263
2024,07,4682102,1,0028,1,1,20240746821021002811,1,1,1,1,2, ,1,39,1,1,14,12,1984,1, , , , , , , , , , , , , , , ,5212,4722,2, ,3,2,1,2,4,10,10,10,10,10,0,54, ,54,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1, , ,900,300, , , , , ,1200,1200,1200,1,814.231773389026
2024,07,4682102,1,0028,1,1,20240746821021002812,1,2,2,1,2, ,2,41,2,1,19,4,1983,1, , , , , , , , , , , , , , , ,2221,8610,3,2, , ,5,9998,0,12,6,6,0,0,0,24,6,30,1, ,2, ,2,2,4,5500, , , ,1500, , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,5500, , , ,1500, , , ,175,7000,5500,7175,1,810.154035876426
2024,07,23686,1,0010,1,1,202407236861001011,1,1,1,1,2, ,2,63,1,1,20,7,1960,1, , , , , , , , , , , , , , , ,5120,5610,2, ,3,2,1,2,5,5,5,5,5,5,5,35, ,35,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1, , ,2,2,2,2,2,2,10,7,1, , ,500,600, , , , , ,1100,1100,1100,1,746.710451274211
2024,07,23686,1,0010,1,1,202407236861001012,1,2,2,1,2, ,1,81,2,2,20,6,1943,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,1,2,2,10,7,4, , , , , , , , , , , , ,1,850.639397885849
2024,07,23686,1,0014,1,1,202407236861001411,1,1,1,1,2, ,1,85,1,1,20,6,1939,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,3, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,850.639397885849
2024,07,2373902,1,0009,1,1,20240723739021000911,1,1,1,1,2, ,2,47,1,1,30,6,1977,1, , , , , , , , , , , , , , , ,8153,1410,3,5,2,2,1,4,0,8,8,8,8,8,6,46, ,46,1, ,1,1,1,2,2,400, , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,1,1732, , , , , , , , ,1732,1732,1732,1,658.879867713981
2024,07,2373902,1,0009,1,1,20240723739021000912,1,2,3,1,2, ,1,18,2,2,26,12,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,5, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,762.173527320262
2024,07,2373902,1,0011,1,1,20240723739021001111,1,1,1,1,2, ,2,64,1,1,1,2,1960,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,658.879867713981
2024,07,2373902,1,0011,1,1,20240723739021001112,1,2,3,1,2, ,1,42,2,2,1,4,1982,1, , , , , , , , , , , , , , , ,9629,4630,3,5,2,2,1,3,4,9,9,9,9,9,9,58, ,58,1, ,1,1,1,2,2,400,55, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1732,1650, , , , , , , ,3382,3382,3382,1,840.644930562044
2024,07,2373902,1,0012,1,1,20240723739021001211,1,1,1,1,2, ,1,44,1,1,1,3,1980,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,6,9,9,9,0,0,0,33, ,48,2,48,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1566, , , , , , ,1566,1566,1566,1,840.644930562044
2024,07,2373902,1,0012,1,1,20240723739021001212,1,2,2,1,2, ,2,41,2,2,9,8,1982,1, , , , , , , , , , , , , , , ,9112,8121,2, ,3,2,1,1,0,0,0,0,0,4,0,4, ,4,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,1, , ,87, , , , , , ,87,87,87,1,836.434913856528
2024,07,2373902,1,0012,1,1,20240723739021001213,1,3,3,1,2, ,2,20,3,3,13,7,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,816.799210617693
2024,07,2373902,1,0012,1,1,20240723739021001214,1,4,3,1,2, ,1,14,4,4,24,10,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1,762.173527320262
2024,07,4699701,1,0074,1,1,20240746997011007411,1,1,1,1,2, ,1,50,1,1,24,10,1973,1, , , , , , , , , , , , , , , ,9629,8130,2, ,2,2,1,1,0,9,9,0,9,9,9,45, ,45,1, ,1,2,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1820, , , , , , ,1820,1820,1820,1,1197.06096679547
2024,07,4699701,1,0074,1,1,20240746997011007412,1,2,2,1,2, ,2,35,2,2,28,8,1988,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,1333.97877952025
2024,07,4699701,1,0077,1,1,20240746997011007711,1,1,1,1,2, ,1,66,1,1,28,12,1957,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,1, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,1,2,2,2,1,1,3, , , , , , , , , , , , ,1,1197.06096679547
2024,07,4699701,1,0077,1,1,20240746997011007712,1,2,2,1,2, ,2,56,2,2,1,3,1968,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1050.80711866879
2024,07,27621,1,0007,1,1,202407276211000711,1,1,1,1,2, ,2,56,1,1,2,10,1967,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,1,0,6,0,0,0,6,0,12, ,12,1, ,1,1,1,2,2,70,40, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,1,1,1,303,173, , , , , , , ,476,476,476,1,882.754214255755
2024,07,27621,1,0007,1,1,202407276211000713,1,4,3,1,2, ,1,27,4,4,27,3,1997,1, , , , , , , , , , , , , , , ,4321,126,3,5,1, ,3,100,11,11,11,11,11,11,11,77, ,77,2,60,2, ,2,2,4,1400,100, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1400,433, , , , , , ,342,1833,1833,2175,1,1126.27945018426
