ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C300n,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,periodo,factor_expansion,factor_ajustado,grupo_edad,es_informal
2025,5,26398,1,86,1,Lima Metropolitana,202502263981008611,1,1,Jefe/a,1,2,,Hombre,41.0,1,16.0,7.0,1983.0,1,,,,,,,,,,,,,,,1,,1221.0,1101.0,Empleado u obrero,,,,3,90.0,0.0,8.0,8.0,8.0,8.0,8.0,5.0,45.0,,45.0,1,,2,,2,2,4,15000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Superior universitaria completa,5,,2,2,2,2,2,2,10,7,Ocupado,15000.0,,,,,,,,3750,15000.0,15000.0,18750,1,2025-Q2,996.042935994006,166.00715599900101,35-44,0
2025,5,25636,1,42,1,Lima Metropolitana,202502256361004211,1,1,Jefe/a,1,2,,Hombre,45.0,1,26.0,1.0,1980.0,1,,,,,,,,,,,,,,,1,,2114.0,729.0,Empleado u obrero,,,,4,500.0,0.0,9.0,9.0,9.0,9.0,9.0,0.0,45.0,,45.0,1,,2,,2,2,4,17000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Maestria/Doctorado,2,,2,2,2,2,2,2,10,7,Ocupado,17000.0,,,,,,,,1416,17000.0,17000.0,18416,1,2025-Q2,814.428779823916,135.73812997065266,45-54,0
2025,5,2527102,1,19,1,Lima Metropolitana,20250525271021001911,1,1,Jefe/a,1,2,,Hombre,65.0,2,19.0,6.0,1959.0,1,,,,,,,,,,,,,,,1,,4416.0,729.0,Empleado u obrero,,,,3,60.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,70.0,,70.0,1,,2,,2,2,4,13500,630.0,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Superior universitaria completa,5,,2,2,2,2,2,2,10,7,Ocupado,13500.0,1229,,,,,,,3375,14729.0,14729.0,18104,1,2025-Q2,1382.31121005008,230.38520167501335,65+,0
2025,5,2578501,1,22,1,Lima Metropolitana,20240825785011002212,1,2,Esposo/a o compañero/a,1,2,,Hombre,53.0,2,22.0,5.0,1971.0,1,,,,,,,,,,,,,,,2,,2611.0,8413.0,Empleado u obrero,,,,5,9998.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,40.0,,40.0,1,,2,,2,2,4,18000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Superior universitaria completa,6,,2,2,2,2,2,2,10,7,Ocupado,18000.0,,,,,,,,50,18000.0,18000.0,18050,1,2025-Q2,1080.46782788688,180.07797131448,45-54,0
2025,4,24790,1,56,1,Lima Metropolitana,202501247901005611,1,1,Jefe/a,1,2,,Hombre,36.0,1,4.0,10.0,1988.0,1,,,,,,,,,,,,,,,1,,2142.0,4100.0,Empleador o patrono,,,,1,20.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,50.0,,50.0,1,,2,,2,2,,,,18000.0,,,,,,,,,,,,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,Superior universitaria completa,5,,2,2,2,2,2,2,10,7,Ocupado,,,18000,,,,,,,18000.0,18000.0,18000,1,2025-Q2,1076.6148281082,179.4358046847,35-44,0
2025,5,2527102,1,17,1,Lima Metropolitana,20250525271021001713,1,3,Hijo/a o hijastro/a,1,2,,Hombre,35.0,3,27.0,2.0,1990.0,1,,,,,,,,,,,,,,,3,,2152.0,1074.0,Empleado u obrero,,,,4,400.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,40.0,,40.0,1,,2,,2,2,4,14000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Superior universitaria completa,5,,2,2,2,2,2,2,10,7,Ocupado,14000.0,,,,,,,,3501,14000.0,14000.0,17501,1,2025-Q2,1682.49468848927,280.4157814148783,35-44,0
2025,5,29415,1,143,1,Lima Metropolitana,202505294151014311,1,1,Jefe/a,1,2,,Hombre,37.0,1,16.0,12.0,1987.0,1,,,,,,,,,,,,,,,1,,2142.0,7110.0,Trabajador independiente,,,,1,1.0,0.0,1.0,2.0,2.0,4.0,2.0,3.0,14.0,20.0,60.0,2,60,1,1,1,2,,,,13000.0,,,,4500.0,,,,,,,,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,Superior universitaria completa,5,,2,2,2,2,2,2,10,7,Ocupado,,,13000,,,4500,,,,17500.0,13000.0,17500,1,2025-Q2,1169.08892990513,194.84815498418834,35-44,0
2025,5,26700,1,59,1,Lima Metropolitana,202505267001005911,1,1,Jefe/a,1,2,,Hombre,48.0,1,14.0,1.0,1977.0,1,,,,,,,,,,,,,,,1,,3513.0,6209.0,Empleado u obrero,,,,5,1300.0,0.0,9.0,9.0,9.0,9.0,9.0,0.0,45.0,10.0,55.0,1,,2,,2,2,4,11000,,,,,,4000.0,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Maestria/Doctorado,1,,2,2,2,2,2,2,10,7,Ocupado,11000.0,,,,,4000,,,2499,15000.0,11000.0,17499,1,2025-Q2,1405.85064031963,234.30844005327165,45-54,0
2025,5,19968,1,16,1,Lima Metropolitana,202505199681001611,1,1,Jefe/a,1,2,,Hombre,42.0,1,29.0,11.0,1982.0,1,,,,,,,,,,,,,,,1,,4312.0,6419.0,Empleado u obrero,,,,5,3000.0,2.0,10.0,10.0,10.0,10.0,10.0,0.0,52.0,,52.0,1,,2,,2,2,4,13000,,,,,,,,,,,,,,,1,3,1,1,2,,1,4,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Superior universitaria completa,5,,2,2,2,2,2,2,10,7,Ocupado,13000.0,,,,,,,,3712,13000.0,13000.0,16712,1,2025-Q2,758.755473643204,126.45924560720067,35-44,0
2025,4,2657901,1,56,1,Lima Metropolitana,20240426579011005611,1,1,Jefe/a,1,2,,Mujer,52.0,1,4.0,7.0,1972.0,1,,,,,,,,,,,,,,,1,,2611.0,1030.0,Empleado u obrero,,,,5,505.0,0.0,10.0,9.0,10.0,9.0,10.0,0.0,48.0,,48.0,1,,2,,2,2,4,13200,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Maestria/Doctorado,2,,2,2,2,2,2,2,10,7,Ocupado,13200.0,,,,,,,,3249,13200.0,13200.0,16449,1,2025-Q2,678.602403965282,113.10040066088033,45-54,0
2025,3,49915,1,152,1,Lima Metropolitana,202312499151015211,1,1,Jefe/a,1,2,,Hombre,44.0,2,9.0,6.0,1980.0,1,,,,,,,,,,,,,,,1,,2144.0,2410.0,Empleado u obrero,,,,4,400.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,40.0,,40.0,1,,2,,2,2,4,12000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Superior universitaria completa,5,,2,2,2,2,2,2,10,7,Ocupado,12000.0,,,,,,,,4000,12000.0,12000.0,16000,1,2025-Q2,1962.12370348928,327.02061724821334,35-44,0
2025,3,27224,1,53,1,Lima Metropolitana,202503272241005311,,1,Jefe/a,1,2,,Hombre,57.0,1,12.0,6.0,1967.0,1,,,,,,,,,,,,,,,1,,2631.0,4220.0,Empleado u obrero,,,,5,2000.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,40.0,,40.0,1,,2,,2,2,4,12000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Maestria/Doctorado,2,,2,2,2,2,2,2,10,6,Ocupado,12000.0,,,,,,,,4000,12000.0,12000.0,16000,1,2025-Q2,910.802996533465,151.80049942224417,55-64,0
2025,5,2304701,1,119,1,Lima Metropolitana,20240523047011011911,1,1,Jefe/a,1,2,,Hombre,54.0,1,3.0,4.0,1971.0,1,,,,,,,,,,,,,,,1,,3314.0,4530.0,Empleador o patrono,,,,1,3.0,0.0,11.0,11.0,11.0,11.0,0.0,11.0,55.0,12.0,67.0,1,,1,1,1,2,,,,10000.0,,,,6000.0,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,Secundaria completa,5,,2,2,2,2,2,2,10,7,Ocupado,,,10000,,,6000,,,,16000.0,10000.0,16000,1,2025-Q2,660.962140545659,110.16035675760985,45-54,1
2025,3,26444,1,63,1,Lima Metropolitana,202412264441006311,1,1,Jefe/a,1,2,,Hombre,56.0,1,21.0,9.0,1968.0,1,,,,,,,,,,,,,,,1,,2212.0,8620.0,Empleado u obrero,,,,2,30.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0,,65.0,1,,1,1,1,2,4,12000,,,,,,,,,,,,,,,2,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Maestria/Doctorado,2,,2,2,2,2,2,2,10,6,Ocupado,12000.0,,,,,,,,3833,12000.0,12000.0,15833,1,2025-Q2,1637.53793544195,272.92298924032497,55-64,0
2025,3,25524,1,7,1,Lima Metropolitana,202412255241000711,1,1,Jefe/a,1,2,,Mujer,51.0,1,8.0,1.0,1974.0,1,,,,,,,,,,,,,,,1,,1114.0,8412.0,Empleado u obrero,,,,5,1000.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,40.0,,40.0,1,,2,,2,2,4,15600,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Maestria/Doctorado,2,,2,2,2,2,2,2,10,7,Ocupado,15600.0,,,,,,,,50,15600.0,15600.0,15650,1,2025-Q2,914.821659625603,152.47027660426718,45-54,0
2025,5,19839,1,110,1,Lima Metropolitana,202402198391011011,1,1,Jefe/a,1,2,,Hombre,29.0,1,20.0,2.0,1996.0,1,,,,,,,,,,,,,,,1,,9629.0,7490.0,Trabajador independiente,,,2,1,1.0,6.0,6.0,6.0,6.0,0.0,6.0,0.0,30.0,18.0,53.0,2,53,1,1,1,2,,,,,,3100,,,,,,,,,,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,Superior universitaria incompleta,4,,2,2,2,2,2,2,10,7,Ocupado,,,12500,,3100.0,,,,,15600.0,12500.0,15600,1,2025-Q2,1283.48820888282,213.91470148046997,25-34,0
2025,4,29453,1,111,1,Lima Metropolitana,202404294531011111,1,1,Jefe/a,1,2,,Hombre,42.0,1,10.0,6.0,1982.0,1,,,,,,,,,,,,,,,1,,5211.0,4641.0,Trabajador independiente,,,,1,2.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,72.0,,72.0,1,,1,1,1,2,,,,15000.0,250,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,Secundaria completa,5,,2,2,2,2,2,2,2,2,Ocupado,,,15000,250.0,,,,,,15250.0,15250.0,15250,1,2025-Q2,1036.63654449463,172.77275741577168,35-44,1
2025,4,28454,1,71,1,Lima Metropolitana,202504284541007112,1,2,Esposo/a o compañero/a,1,2,,Hombre,62.0,2,21.0,7.0,1962.0,1,,,,,,,,,,,,,,,2,,2212.0,8610.0,Empleado u obrero,,,,5,998.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,36.0,10.0,46.0,1,,2,,2,2,4,13000,,,,2000,,,,,,,,,,,2,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Superior universitaria completa,7,,2,2,2,2,2,2,10,7,Ocupado,13000.0,,,,2000.0,,,,50,15000.0,13000.0,15050,1,2025-Q2,956.248468398494,159.37474473308234,55-64,0
2025,5,2734402,1,47,1,Lima Metropolitana,20240227344021004711,1,1,Jefe/a,1,2,,Hombre,66.0,1,18.0,9.0,1958.0,1,,,,,,,,,,,,,,,1,,2631.0,8413.0,Empleado u obrero,,,,5,9998.0,0.0,8.0,8.0,8.0,0.0,8.0,0.0,32.0,,40.0,2,40,2,,2,2,4,15000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,Superior universitaria completa,5,,2,2,2,2,2,2,10,7,Ocupado,15000.0,,,,,,,,50,15000.0,15000.0,15050,1,2025-Q2,913.47609125995,152.24601520999167,65+,0
2025,5,26896,1,21,1,Lima Metropolitana,202408268961002112,1,2,Padre / madre / suegro/a,1,2,,Mujer,58.0,2,10.0,5.0,1967.0,1,,,,,,,,,,,,,,,2,,2611.0,8423.0,Empleado u obrero,,,,5,9998.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,40.0,,40.0,1,,2,,2,2,4,15000,,,,,,,,,,,,,,,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Maestria/Doctorado,2,,2,2,2,2,2,2,10,7,Ocupado,15000.0,,,,,,,,50,15000.0,15000.0,15050,1,2025-Q2,750.600797342413,125.10013289040216,55-64,1
2025,3,26444,1,65,1,Lima Metropolitana,202312264441006512,1,2,Esposo/a o compañero/a,1,2,,Mujer,39.0,2,13.0,4.0,1985.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,3314.0,1410.0,Empleador o patrono,,,,1,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,21.0,,21.0,1,,2,,2,2,,,,15000.0,,,,,,,,,,,,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,Superior universitaria completa,6,,2,2,2,2,2,2,10,6,Ocupado,,,15000,,,,,,,15000.0,15000.0,15000,1,2025-Q2,1940.54389045286,323.4239817421433,35-44,0
2025,3,27291,1,70,1,Lima Metropolitana,202403272911007011,1,1,Jefe/a,1,2,,Hombre,44.0,1,8.0,11.0,1980.0,1,,,,,,,,,,,,,,,1,,1111.0,8423.0,Empleado u obrero,,,,5,9998.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,40.0,,40.0,1,,2,,2,2,4,,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Superior universitaria completa,6,,2,2,2,2,2,2,10,7,Ocupado,15000.0,,,,,,,,,15000.0,15000.0,15000,1,2025-Q2,1245.38715317202,207.56452552866998,35-44,0
2025,4,29588,1,48,1,Lima Metropolitana,202504295881004811,1,1,Jefe/a,1,2,,Mujer,55.0,1,8.0,7.0,1969.0,1,,,,,,,,,,,,,,,1,,1163.0,8620.0,Empleado u obrero,,,,2,30.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,54.0,,54.0,1,,1,1,1,2,4,12000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Superior universitaria completa,5,,2,2,2,2,2,2,10,7,Ocupado,12000.0,,,,,,,,3000,12000.0,12000.0,15000,1,2025-Q2,1203.88309090062,200.64718181676997,55-64,0
2025,5,2693901,1,15,1,Lima Metropolitana,20240226939011001511,1,1,Jefe/a,1,2,,Mujer,49.0,4,6.0,12.0,1975.0,1,,,,,,,,,,,,,,,1,,2161.0,6820.0,Empleador o patrono,,,,1,6.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,40.0,,40.0,1,,2,,2,2,,,,15000.0,,,,,,,,,,,,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,Superior universitaria completa,5,,2,2,2,2,2,2,10,7,Ocupado,,,15000,,,,,,,15000.0,15000.0,15000,1,2025-Q2,794.623378129844,132.43722968830733,45-54,0
2025,4,2662401,1,72,1,Lima Metropolitana,20250426624011007211,1,1,Jefe/a,1,2,,Hombre,41.0,1,17.0,9.0,1983.0,1,,,,,,,,,,,,,,,1,,2511.0,6202.0,Empleado u obrero,,,,5,9998.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,40.0,,40.0,1,,2,,2,2,4,13000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Superior universitaria completa,5,,2,2,2,2,2,2,10,7,Ocupado,13000.0,,,,,,,,1666,13000.0,13000.0,14666,1,2025-Q2,1005.24215396832,167.54035899472,35-44,0
2025,5,26700,1,63,1,Lima Metropolitana,202505267001006311,1,1,Jefe/a,1,2,,Hombre,50.0,1,15.0,12.0,1974.0,1,,,,,,,,,,,,,,,1,,2511.0,7210.0,Empleado u obrero,,,,5,9998.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,40.0,4.0,44.0,1,,2,,2,2,4,10000,,,,,,3000.0,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Maestria/Doctorado,2,,2,2,2,2,2,2,10,7,Ocupado,10000.0,,,,,3000,,,1666,13000.0,10000.0,14666,1,2025-Q2,1405.85064031963,234.30844005327165,45-54,0
2025,3,26444,1,64,1,Lima Metropolitana,202312264441006411,1,1,Jefe/a,1,2,,Hombre,60.0,1,4.0,3.0,1965.0,1,,,,,,,,,,,,,,,1,,1131.0,1102.0,Empleado u obrero,,,,4,200.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,40.0,,40.0,1,,2,,2,2,4,12000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Maestria/Doctorado,2,,2,2,2,2,2,2,10,6,Ocupado,12000.0,,,,,,,,2083,12000.0,12000.0,14083,1,2025-Q2,1637.53793544195,272.92298924032497,55-64,0
2025,5,2578501,1,22,1,Lima Metropolitana,20240825785011002211,1,1,Jefe/a,1,2,,Mujer,47.0,1,19.0,10.0,1977.0,1,,,,,,,,,,,,,,,1,,2631.0,8430.0,Empleado u obrero,,,,5,9998.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,40.0,,40.0,1,,1,1,1,2,4,14000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,Superior universitaria completa,5,,2,2,2,2,2,2,10,7,Ocupado,14000.0,,,,,,,,50,14000.0,14000.0,14050,1,2025-Q2,995.292220543264,165.88203675721067,45-54,0
2025,4,2655102,1,47,1,Lima Metropolitana,20250426551021004711,1,1,Jefe/a,1,2,,Mujer,51.0,1,22.0,9.0,1973.0,1,,,,,,,,,,,,,,,1,,2421.0,6810.0,Empleador o patrono,,,,1,9.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,24.0,,40.0,2,40,2,,2,2,,,,14000.0,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,Superior universitaria completa,5,,2,2,2,2,2,2,10,8,Ocupado,,,14000,,,,,,,14000.0,14000.0,14000,1,2025-Q2,842.358850513403,140.39314175223384,45-54,1
