ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C300n,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,periodo,factor_expansion,factor_ajustado,grupo_edad,es_informal
2025,5,26398,1,86,1,Lima Metropolitana,202502263981008611,1,1,Jefe/a,1,2, ,Hombre,41.0,1,16,7,1983,1, , , , , , , , , , , , , , ,1, ,1221,1101,Empleado u obrero,,, ,3,90,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,2,4,15000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Superior universitaria completa,5, ,2,2,2,2,2,2,10,7,Ocupado,15000, , , , , , , ,3750,15000,15000,18750,1,2025-Q2,996.042935994006,166.00715599900101,35-44,0
2025,5,25636,1,42,1,Lima Metropolitana,202502256361004211,1,1,Jefe/a,1,2, ,Hombre,45.0,1,26,1,1980,1, , , , , , , , , , , , , , ,1, ,2114,729,Empleado u obrero,,, ,4,500,0,9,9,9,9,9,0,45, ,45,1, ,2, ,2,2,4,17000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Maestria/Doctorado,2, ,2,2,2,2,2,2,10,7,Ocupado,17000, , , , , , , ,1416,17000,17000,18416,1,2025-Q2,814.428779823916,135.73812997065266,45-54,0
2025,5,2527102,1,19,1,Lima Metropolitana,20250525271021001911,1,1,Jefe/a,1,2, ,Hombre,65.0,2,19,6,1959,1, , , , , , , , , , , , , , ,1, ,4416,729,Empleado u obrero,,, ,3,60,10,10,10,10,10,10,10,70, ,70,1, ,2, ,2,2,4,13500,630, , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Superior universitaria completa,5, ,2,2,2,2,2,2,10,7,Ocupado,13500,1229, , , , , , ,3375,14729,14729,18104,1,2025-Q2,1382.31121005008,230.38520167501335,65+,0
2025,5,2578501,1,22,1,Lima Metropolitana,20240825785011002212,1,2,Esposo/a o compañero/a,1,2, ,Hombre,53.0,2,22,5,1971,1, , , , , , , , , , , , , , ,2, ,2611,8413,Empleado u obrero,,, ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,18000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Superior universitaria completa,6, ,2,2,2,2,2,2,10,7,Ocupado,18000, , , , , , , ,50,18000,18000,18050,1,2025-Q2,1080.46782788688,180.07797131448,45-54,0
2025,4,24790,1,56,1,Lima Metropolitana,202501247901005611,1,1,Jefe/a,1,2, ,Hombre,36.0,1,4,10,1988,1, , , , , , , , , , , , , , ,1, ,2142,4100,Empleador o patrono,,, ,1,20,0,10,10,10,10,10,0,50, ,50,1, ,2, ,2,2, , , ,18000, , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,2, ,Superior universitaria completa,5, ,2,2,2,2,2,2,10,7,Ocupado, , ,18000, , , , , , ,18000,18000,18000,1,2025-Q2,1076.6148281082,179.4358046847,35-44,0
2025,5,2527102,1,17,1,Lima Metropolitana,20250525271021001713,1,3,Hijo/a o hijastro/a,1,2, ,Hombre,35.0,3,27,2,1990,1, , , , , , , , , , , , , , ,3, ,2152,1074,Empleado u obrero,,, ,4,400,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,14000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Superior universitaria completa,5, ,2,2,2,2,2,2,10,7,Ocupado,14000, , , , , , , ,3501,14000,14000,17501,1,2025-Q2,1682.49468848927,280.4157814148783,35-44,0
2025,5,29415,1,143,1,Lima Metropolitana,202505294151014311,1,1,Jefe/a,1,2, ,Hombre,37.0,1,16,12,1987,1, , , , , , , , , , , , , , ,1, ,2142,7110,Trabajador independiente,,, ,1,1,0,1,2,2,4,2,3,14,20,60,2,60,1,1,1,2, , , ,13000, , , ,4500, , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,2, ,Superior universitaria completa,5, ,2,2,2,2,2,2,10,7,Ocupado, , ,13000, , ,4500, , , ,17500,13000,17500,1,2025-Q2,1169.08892990513,194.84815498418834,35-44,0
2025,5,26700,1,59,1,Lima Metropolitana,202505267001005911,1,1,Jefe/a,1,2, ,Hombre,48.0,1,14,1,1977,1, , , , , , , , , , , , , , ,1, ,3513,6209,Empleado u obrero,,, ,5,1300,0,9,9,9,9,9,0,45,10,55,1, ,2, ,2,2,4,11000, , , , , ,4000, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Maestria/Doctorado,1, ,2,2,2,2,2,2,10,7,Ocupado,11000, , , , ,4000, , ,2499,15000,11000,17499,1,2025-Q2,1405.85064031963,234.30844005327165,45-54,0
2025,5,19968,1,16,1,Lima Metropolitana,202505199681001611,1,1,Jefe/a,1,2, ,Hombre,42.0,1,29,11,1982,1, , , , , , , , , , , , , , ,1, ,4312,6419,Empleado u obrero,,, ,5,3000,2,10,10,10,10,10,0,52, ,52,1, ,2, ,2,2,4,13000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,4,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Superior universitaria completa,5, ,2,2,2,2,2,2,10,7,Ocupado,13000, , , , , , , ,3712,13000,13000,16712,1,2025-Q2,758.755473643204,126.45924560720067,35-44,0
2025,4,2657901,1,56,1,Lima Metropolitana,20240426579011005611,1,1,Jefe/a,1,2, ,Mujer,52.0,1,4,7,1972,1, , , , , , , , , , , , , , ,1, ,2611,1030,Empleado u obrero,,, ,5,505,0,10,9,10,9,10,0,48, ,48,1, ,2, ,2,2,4,13200, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Maestria/Doctorado,2, ,2,2,2,2,2,2,10,7,Ocupado,13200, , , , , , , ,3249,13200,13200,16449,1,2025-Q2,678.602403965282,113.10040066088033,45-54,0
2025,3,49915,1,152,1,Lima Metropolitana,202312499151015211,1,1,Jefe/a,1,2, ,Hombre,44.0,2,9,6,1980,1, , , , , , , , , , , , , , ,1, ,2144,2410,Empleado u obrero,,, ,4,400,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,12000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Superior universitaria completa,5, ,2,2,2,2,2,2,10,7,Ocupado,12000, , , , , , , ,4000,12000,12000,16000,1,2025-Q2,1962.12370348928,327.02061724821334,35-44,0
2025,3,27224,1,53,1,Lima Metropolitana,202503272241005311, ,1,Jefe/a,1,2, ,Hombre,57.0,1,12,6,1967,1, , , , , , , , , , , , , , ,1, ,2631,4220,Empleado u obrero,,, ,5,2000,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,12000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Maestria/Doctorado,2, ,2,2,2,2,2,2,10,6,Ocupado,12000, , , , , , , ,4000,12000,12000,16000,1,2025-Q2,910.802996533465,151.80049942224417,55-64,0
2025,5,2304701,1,119,1,Lima Metropolitana,20240523047011011911,1,1,Jefe/a,1,2, ,Hombre,54.0,1,3,4,1971,1, , , , , , , , , , , , , , ,1, ,3314,4530,Empleador o patrono,,, ,1,3,0,11,11,11,11,0,11,55,12,67,1, ,1,1,1,2, , , ,10000, , , ,6000, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,Secundaria completa,5, ,2,2,2,2,2,2,10,7,Ocupado, , ,10000, , ,6000, , , ,16000,10000,16000,1,2025-Q2,660.962140545659,110.16035675760985,45-54,1
2025,3,26444,1,63,1,Lima Metropolitana,202412264441006311,1,1,Jefe/a,1,2, ,Hombre,56.0,1,21,9,1968,1, , , , , , , , , , , , , , ,1, ,2212,8620,Empleado u obrero,,, ,2,30,5,10,10,10,10,10,10,65, ,65,1, ,1,1,1,2,4,12000, , , , , , , , , , , , , , ,2,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Maestria/Doctorado,2, ,2,2,2,2,2,2,10,6,Ocupado,12000, , , , , , , ,3833,12000,12000,15833,1,2025-Q2,1637.53793544195,272.92298924032497,55-64,0
2025,3,25524,1,7,1,Lima Metropolitana,202412255241000711,1,1,Jefe/a,1,2, ,Mujer,51.0,1,8,1,1974,1, , , , , , , , , , , , , , ,1, ,1114,8412,Empleado u obrero,,, ,5,1000,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,15600, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Maestria/Doctorado,2, ,2,2,2,2,2,2,10,7,Ocupado,15600, , , , , , , ,50,15600,15600,15650,1,2025-Q2,914.821659625603,152.47027660426718,45-54,0
2025,5,19839,1,110,1,Lima Metropolitana,202402198391011011,1,1,Jefe/a,1,2, ,Hombre,29.0,1,20,2,1996,1, , , , , , , , , , , , , , ,1, ,9629,7490,Trabajador independiente,,,2,1,1,6,6,6,6,0,6,0,30,18,53,2,53,1,1,1,2, , , , , ,3100, , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,2, ,Superior universitaria incompleta,4, ,2,2,2,2,2,2,10,7,Ocupado, , ,12500, ,3100, , , , ,15600,12500,15600,1,2025-Q2,1283.48820888282,213.91470148046997,25-34,0
2025,4,29453,1,111,1,Lima Metropolitana,202404294531011111,1,1,Jefe/a,1,2, ,Hombre,42.0,1,10,6,1982,1, , , , , , , , , , , , , , ,1, ,5211,4641,Trabajador independiente,,, ,1,2,0,12,12,12,12,12,12,72, ,72,1, ,1,1,1,2, , , ,15000,250, , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,Secundaria completa,5, ,2,2,2,2,2,2,2,2,Ocupado, , ,15000,250, , , , , ,15250,15250,15250,1,2025-Q2,1036.63654449463,172.77275741577168,35-44,1
2025,4,28454,1,71,1,Lima Metropolitana,202504284541007112,1,2,Esposo/a o compañero/a,1,2, ,Hombre,62.0,2,21,7,1962,1, , , , , , , , , , , , , , ,2, ,2212,8610,Empleado u obrero,,, ,5,998,0,6,6,6,6,6,6,36,10,46,1, ,2, ,2,2,4,13000, , , ,2000, , , , , , , , , , ,2,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Superior universitaria completa,7, ,2,2,2,2,2,2,10,7,Ocupado,13000, , , ,2000, , , ,50,15000,13000,15050,1,2025-Q2,956.248468398494,159.37474473308234,55-64,0
2025,5,2734402,1,47,1,Lima Metropolitana,20240227344021004711,1,1,Jefe/a,1,2, ,Hombre,66.0,1,18,9,1958,1, , , , , , , , , , , , , , ,1, ,2631,8413,Empleado u obrero,,, ,5,9998,0,8,8,8,0,8,0,32, ,40,2,40,2, ,2,2,4,15000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,Superior universitaria completa,5, ,2,2,2,2,2,2,10,7,Ocupado,15000, , , , , , , ,50,15000,15000,15050,1,2025-Q2,913.47609125995,152.24601520999167,65+,0
2025,5,26896,1,21,1,Lima Metropolitana,202408268961002112,1,2,Padre / madre / suegro/a,1,2, ,Mujer,58.0,2,10,5,1967,1, , , , , , , , , , , , , , ,2, ,2611,8423,Empleado u obrero,,, ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,15000, , , , , , , , , , , , , , ,1,2,2, ,1,1,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Maestria/Doctorado,2, ,2,2,2,2,2,2,10,7,Ocupado,15000, , , , , , , ,50,15000,15000,15050,1,2025-Q2,750.600797342413,125.10013289040216,55-64,1
2025,3,26444,1,65,1,Lima Metropolitana,202312264441006512,1,2,Esposo/a o compañero/a,1,2, ,Mujer,39.0,2,13,4,1985,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2, ,3314,1410,Empleador o patrono,,, ,1,5,3,3,3,3,3,3,3,21, ,21,1, ,2, ,2,2, , , ,15000, , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,Superior universitaria completa,6, ,2,2,2,2,2,2,10,6,Ocupado, , ,15000, , , , , , ,15000,15000,15000,1,2025-Q2,1940.54389045286,323.4239817421433,35-44,0
2025,3,27291,1,70,1,Lima Metropolitana,202403272911007011,1,1,Jefe/a,1,2, ,Hombre,44.0,1,8,11,1980,1, , , , , , , , , , , , , , ,1, ,1111,8423,Empleado u obrero,,, ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4, , , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Superior universitaria completa,6, ,2,2,2,2,2,2,10,7,Ocupado,15000, , , , , , , , ,15000,15000,15000,1,2025-Q2,1245.38715317202,207.56452552866998,35-44,0
2025,4,29588,1,48,1,Lima Metropolitana,202504295881004811,1,1,Jefe/a,1,2, ,Mujer,55.0,1,8,7,1969,1, , , , , , , , , , , , , , ,1, ,1163,8620,Empleado u obrero,,, ,2,30,6,8,8,8,8,8,8,54, ,54,1, ,1,1,1,2,4,12000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Superior universitaria completa,5, ,2,2,2,2,2,2,10,7,Ocupado,12000, , , , , , , ,3000,12000,12000,15000,1,2025-Q2,1203.88309090062,200.64718181676997,55-64,0
2025,5,2693901,1,15,1,Lima Metropolitana,20240226939011001511,1,1,Jefe/a,1,2, ,Mujer,49.0,4,6,12,1975,1, , , , , , , , , , , , , , ,1, ,2161,6820,Empleador o patrono,,, ,1,6,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2, , , ,15000, , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,2, ,Superior universitaria completa,5, ,2,2,2,2,2,2,10,7,Ocupado, , ,15000, , , , , , ,15000,15000,15000,1,2025-Q2,794.623378129844,132.43722968830733,45-54,0
2025,4,2662401,1,72,1,Lima Metropolitana,20250426624011007211,1,1,Jefe/a,1,2, ,Hombre,41.0,1,17,9,1983,1, , , , , , , , , , , , , , ,1, ,2511,6202,Empleado u obrero,,, ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,13000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Superior universitaria completa,5, ,2,2,2,2,2,2,10,7,Ocupado,13000, , , , , , , ,1666,13000,13000,14666,1,2025-Q2,1005.24215396832,167.54035899472,35-44,0
2025,5,26700,1,63,1,Lima Metropolitana,202505267001006311,1,1,Jefe/a,1,2, ,Hombre,50.0,1,15,12,1974,1, , , , , , , , , , , , , , ,1, ,2511,7210,Empleado u obrero,,, ,5,9998,0,8,8,8,8,8,0,40,4,44,1, ,2, ,2,2,4,10000, , , , , ,3000, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Maestria/Doctorado,2, ,2,2,2,2,2,2,10,7,Ocupado,10000, , , , ,3000, , ,1666,13000,10000,14666,1,2025-Q2,1405.85064031963,234.30844005327165,45-54,0
2025,3,26444,1,64,1,Lima Metropolitana,202312264441006411,1,1,Jefe/a,1,2, ,Hombre,60.0,1,4,3,1965,1, , , , , , , , , , , , , , ,1, ,1131,1102,Empleado u obrero,,, ,4,200,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,12000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Maestria/Doctorado,2, ,2,2,2,2,2,2,10,6,Ocupado,12000, , , , , , , ,2083,12000,12000,14083,1,2025-Q2,1637.53793544195,272.92298924032497,55-64,0
2025,5,2578501,1,22,1,Lima Metropolitana,20240825785011002211,1,1,Jefe/a,1,2, ,Mujer,47.0,1,19,10,1977,1, , , , , , , , , , , , , , ,1, ,2631,8430,Empleado u obrero,,, ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,2,4,14000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Superior universitaria completa,5, ,2,2,2,2,2,2,10,7,Ocupado,14000, , , , , , , ,50,14000,14000,14050,1,2025-Q2,995.292220543264,165.88203675721067,45-54,0
2025,4,2655102,1,47,1,Lima Metropolitana,20250426551021004711,1,1,Jefe/a,1,2, ,Mujer,51.0,1,22,9,1973,1, , , , , , , , , , , , , , ,1, ,2421,6810,Empleador o patrono,,, ,1,9,0,8,8,8,0,0,0,24, ,40,2,40,2, ,2,2, , , ,14000, , , , , , , , , , , , ,1,2,2, ,1,2,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,2, ,Superior universitaria completa,5, ,2,2,2,2,2,2,10,8,Ocupado, , ,14000, , , , , , ,14000,14000,14000,1,2025-Q2,842.358850513403,140.39314175223384,45-54,1
2025,4,29516,1,56,1,Lima Metropolitana,202501295161005612,1,2,Esposo/a o compañero/a,1,2, ,Hombre,56.0,2,6,12,1968,1, , , , , , , , , , , , , , ,2, ,2144,4752,Empleado u obrero,,, ,4,101,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,11000, , , , , , , , , , , , , , ,1,3,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Superior universitaria completa,5, ,2,2,2,2,2,2,10,7,Ocupado,11000, , , , , , , ,2889,11000,11000,13889,1,2025-Q2,890.121046445746,148.35350774095767,55-64,0
2025,3,19762,1,29,1,Lima Metropolitana,202503197621002911,1,1,Jefe/a,1,2, ,Hombre,44.0,2,18,2,1981,2,1, , , , , , , , , , , , , ,1, ,2141,4390,Empleado u obrero,,, ,4,500,0,0,0,0,0,0,0,0, ,45,2,45,2, ,2,2,4,11000, , , , , , , , , , , , , , ,2,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,Superior universitaria completa,5, ,1,2,2,2,2,2,10,7,Ocupado,11000, , , , , , , ,2776,11000,11000,13776,1,2025-Q2,1990.06480523174,331.6774675386233,35-44,0
